exrave chart file v1
NormalNote beat:153.5 face:3 key:1
SlideNote beat:153.75 face:3 pos:0.0944885
SlideNote beat:154 face:3 pos:-1.090909
SlideNote beat:154.25 face:3 pos:-2.400001
NormalNote beat:154.5 face:3 key:1
NormalNote beat:155.5 face:3 key:1
LongNote beat:252 face:3 key:2 end:256
LongNote beat:252 face:2 key:1 end:256
NormalNote beat:260 face:3 key:2
NormalNote beat:260.5 face:3 key:2
NormalNote beat:261 face:3 key:2
NormalNote beat:261.5 face:3 key:2
NormalNote beat:270.5 face:3 key:2
NormalNote beat:271 face:3 key:1
NormalNote beat:272 face:4 key:2
NormalNote beat:272 face:2 key:2
SlideNote beat:272.125 face:4 pos:1.97183
SlideNote beat:272.125 face:2 pos:-2.197184
SlideNote beat:272.25 face:4 pos:0.9729717
SlideNote beat:272.375 face:4 pos:0.03603423
SlideNote beat:272.5 face:4 pos:-0.88889
SlideNote beat:272.625 face:4 pos:-1.966103
SlideNote beat:272.25 face:2 pos:-1.06773
SlideNote beat:272.375 face:2 pos:-0.07079768
SlideNote beat:272.5 face:2 pos:0.7676758
SlideNote beat:272.625 face:2 pos:1.834252
NormalNote beat:288 face:1 key:1
NormalNote beat:288 face:3 key:1
SlideNote beat:288.125 face:3 pos:1.963637
SlideNote beat:288.125 face:1 pos:-2.138181
SlideNote beat:288.25 face:1 pos:-1.097047
SlideNote beat:288.375 face:1 pos:0.1339718
SlideNote beat:288.5 face:1 pos:1.333332
SlideNote beat:288.625 face:1 pos:2.627219
SlideNote beat:288.25 face:3 pos:0.9523807
SlideNote beat:288.375 face:3 pos:-0.09569395
SlideNote beat:288.5 face:3 pos:-1.145947
SlideNote beat:288.625 face:3 pos:-2.295858
NormalNote beat:334 face:2 key:1
SlideNote beat:334.125 face:2 pos:2.838173
SlideNote beat:334.25 face:2 pos:1.999998
SlideNote beat:334.375 face:2 pos:1.041665
SlideNote beat:334.5 face:2 pos:0.04650927
SlideNote beat:334.625 face:2 pos:-1.058066
SlideNote beat:334.75 face:2 pos:-1.958622
SlideNote beat:335.125 face:4 pos:2.977633
SlideNote beat:335.25 face:4 pos:2.160582
SlideNote beat:335.375 face:4 pos:1.264068
SlideNote beat:335.5 face:4 pos:0.1523788
SlideNote beat:335.625 face:4 pos:-0.9684218
SlideNote beat:335.75 face:4 pos:-2.195123
SlideNote beat:335.25 face:2 pos:-2.153846
SlideNote beat:335.375 face:2 pos:-1.286343
SlideNote beat:335.5 face:2 pos:-0.3168319
SlideNote beat:335.625 face:2 pos:0.8361564
SlideNote beat:335.75 face:2 pos:2.036807
SlideNote beat:335.875 face:4 pos:-1.25
SlideNote beat:336 face:4 pos:-0.1764708
SlideNote beat:336.125 face:4 pos:0.962024
SlideNote beat:336.25 face:4 pos:2.190954
SlideNote beat:336.375 face:4 pos:2.887698
SlideNote beat:335.875 face:2 pos:1.291138
SlideNote beat:336 face:2 pos:0.4106447
SlideNote beat:336.125 face:2 pos:-0.5964915
SlideNote beat:336.25 face:2 pos:-1.651742
SlideNote beat:336.375 face:2 pos:-2.772727
NormalNote beat:95 face:2 key:2
NormalNote beat:104.5 face:4 key:2
NormalNote beat:104.5 face:1 key:1
LongNote beat:124 face:3 key:1 end:125
NormalNote beat:123 face:2 key:1
NormalNote beat:123 face:3 key:1
NormalNote beat:123.5 face:2 key:2
LongNote beat:125 face:2 key:2 end:126
LongNote beat:126 face:3 key:2 end:127
LongNote beat:127 face:2 key:1 end:128
LongNote beat:128.5 face:2 key:1 end:130
NormalNote beat:130.75 face:2 key:2
NormalNote beat:131 face:2 key:1
LongNote beat:129 face:3 key:2 end:131
NormalNote beat:130.5 face:3 key:1
NormalNote beat:132 face:1 key:1
NormalNote beat:132.5 face:1 key:2
NormalNote beat:133 face:1 key:1
NormalNote beat:133.5 face:1 key:2
NormalNote beat:134 face:1 key:1
NormalNote beat:134.5 face:1 key:2
NormalNote beat:135 face:1 key:1
NormalNote beat:133.5 face:3 key:2
NormalNote beat:135.5 face:3 key:1
NormalNote beat:94.5 face:3 key:1
NormalNote beat:94.25 face:2 key:2
NormalNote beat:111.5 face:2 key:1
LongNote beat:108 face:1 key:2 end:109
LongNote beat:109 face:2 key:2 end:110
LongNote beat:110 face:3 key:2 end:111
NormalNote beat:110 face:2 key:1
LongNote beat:111 face:4 key:1 end:112
NormalNote beat:13.66667 face:2 key:2
NormalNote beat:14 face:2 key:1
NormalNote beat:14.5 face:2 key:2
NormalNote beat:15 face:3 key:1
NormalNote beat:22.5 face:2 key:2
NormalNote beat:23 face:2 key:2
NormalNote beat:26 face:2 key:2
NormalNote beat:26.5 face:2 key:2
NormalNote beat:26.5 face:2 key:1
NormalNote beat:31.25 face:3 key:1
NormalNote beat:31.5 face:2 key:2
NormalNote beat:42 face:2 key:1
NormalNote beat:43 face:2 key:1
NormalNote beat:44 face:2 key:1
NormalNote beat:44.5 face:2 key:2
NormalNote beat:44 face:3 key:1
NormalNote beat:45 face:3 key:1
NormalNote beat:46 face:3 key:1
NormalNote beat:46 face:2 key:1
NormalNote beat:53 face:2 key:2
NormalNote beat:54 face:2 key:2
NormalNote beat:55 face:2 key:2
NormalNote beat:55.5 face:2 key:1
NormalNote beat:93.25 face:2 key:2
SlideNote beat:135.25 face:1 pos:1.245034
SlideNote beat:135.5 face:1 pos:-0.1626012
SlideNote beat:135.75 face:1 pos:1.260273
SlideNote beat:136 face:1 pos:-0.173912
NormalNote beat:22 face:3 key:1
NormalNote beat:15.5 face:2 key:2
NormalNote beat:53 face:3 key:1
NormalNote beat:54 face:2 key:1
NormalNote beat:55 face:3 key:1
NormalNote beat:136.5 face:4 key:2
NormalNote beat:141.5 face:2 key:1
NormalNote beat:142.5 face:3 key:2
NormalNote beat:143 face:3 key:1
NormalNote beat:143.5 face:3 key:2
NormalNote beat:140 face:2 key:2
NormalNote beat:141 face:2 key:2
SlideNote beat:140 face:3 pos:2.829268
SlideNote beat:140.125 face:3 pos:1.56906
SlideNote beat:140.25 face:3 pos:0.461538
SlideNote beat:140.375 face:3 pos:-0.4379568
SlideNote beat:140.5 face:3 pos:-0.7619047
SlideNote beat:140.625 face:3 pos:-0.4000006
SlideNote beat:140.75 face:3 pos:0.4331211
SlideNote beat:140.875 face:3 pos:1.579831
SlideNote beat:141 face:3 pos:2.834007
SlideNote beat:141.125 face:3 pos:1.56906
SlideNote beat:141.25 face:3 pos:0.461538
SlideNote beat:141.375 face:3 pos:-0.4379568
SlideNote beat:141.5 face:3 pos:-0.7619047
SlideNote beat:141.625 face:3 pos:-0.4000006
SlideNote beat:141.75 face:3 pos:0.4331211
SlideNote beat:141.875 face:3 pos:1.579831
SlideNote beat:142.125 face:2 pos:-1.56906
SlideNote beat:142.25 face:2 pos:-0.461538
SlideNote beat:142.375 face:2 pos:0.4379568
SlideNote beat:142.5 face:2 pos:0.7619047
SlideNote beat:142.625 face:2 pos:0.4000006
SlideNote beat:142.75 face:2 pos:-0.4331211
SlideNote beat:142.875 face:2 pos:-1.579831
SlideNote beat:143 face:2 pos:-2.829268
SlideNote beat:143.125 face:2 pos:-1.56906
SlideNote beat:143.25 face:2 pos:-0.461538
SlideNote beat:143.375 face:2 pos:0.4379568
SlideNote beat:143.5 face:2 pos:0.7619047
SlideNote beat:143.625 face:2 pos:0.4000006
SlideNote beat:143.75 face:2 pos:-0.4331211
SlideNote beat:143.875 face:2 pos:-1.579831
SlideNote beat:144 face:2 pos:-2.829268
NormalNote beat:142 face:3 key:1
SlideNote beat:142 face:2 pos:-2.762888
NormalNote beat:137 face:4 key:2
NormalNote beat:137.5 face:4 key:2
NormalNote beat:138 face:4 key:1
NormalNote beat:138.5 face:4 key:1
NormalNote beat:139.5 face:3 key:1
NormalNote beat:151.75 face:3 key:1
SlideNote beat:148 face:2 pos:2.177776
SlideNote beat:148.5 face:2 pos:-2.173232
SlideNote beat:149 face:2 pos:2.417581
SlideNote beat:149.5 face:2 pos:-1.575757
SlideNote beat:150 face:2 pos:2.205606
SlideNote beat:150.5 face:2 pos:-1.400003
SlideNote beat:151 face:2 pos:1.77049
SlideNote beat:151.25 face:2 pos:-0.1846153
SlideNote beat:151.5 face:2 pos:1.038959
SlideNote beat:151.75 face:2 pos:-1.75
NormalNote beat:151.25 face:3 key:1
NormalNote beat:151.5 face:3 key:2
NormalNote beat:145.5 face:2 key:2
NormalNote beat:145.75 face:3 key:1
NormalNote beat:146 face:3 key:2
NormalNote beat:146 face:2 key:2
NormalNote beat:157 face:3 key:2
NormalNote beat:157.25 face:2 key:2
NormalNote beat:157.5 face:3 key:1
NormalNote beat:157.75 face:2 key:1
NormalNote beat:158 face:2 key:2
NormalNote beat:158.25 face:3 key:1
NormalNote beat:158.5 face:2 key:1
NormalNote beat:158.75 face:3 key:2
NormalNote beat:159 face:3 key:1
NormalNote beat:159.25 face:2 key:2
NormalNote beat:159.5 face:3 key:2
NormalNote beat:159.75 face:2 key:1
NormalNote beat:156 face:2 key:1
NormalNote beat:156.25 face:3 key:1
NormalNote beat:156.5 face:2 key:2
NormalNote beat:156.75 face:3 key:1
LongNote beat:154 face:2 key:1 end:155
LongNote beat:155 face:3 key:2 end:156
NormalNote beat:21.75 face:2 key:2
NormalNote beat:24.5 face:2 key:1
NormalNote beat:25.5 face:2 key:1
NormalNote beat:30 face:1 key:2
NormalNote beat:31 face:1 key:2
NormalNote beat:34.25 face:3 key:2
NormalNote beat:38.75 face:3 key:1
NormalNote beat:164.5 face:1 key:2
NormalNote beat:165 face:1 key:1
NormalNote beat:165.5 face:1 key:2
NormalNote beat:166 face:1 key:1
NormalNote beat:166.5 face:1 key:2
NormalNote beat:167 face:1 key:1
NormalNote beat:167.5 face:1 key:2
NormalNote beat:164.5 face:2 key:2
NormalNote beat:165.5 face:2 key:2
NormalNote beat:166 face:2 key:1
NormalNote beat:166.5 face:2 key:2
NormalNote beat:167.5 face:2 key:2
NormalNote beat:173 face:4 key:2
NormalNote beat:174 face:4 key:2
NormalNote beat:172.5 face:4 key:1
NormalNote beat:173.5 face:4 key:1
NormalNote beat:174.5 face:4 key:1
NormalNote beat:175 face:4 key:2
NormalNote beat:175.5 face:4 key:1
NormalNote beat:172.5 face:3 key:1
NormalNote beat:173 face:3 key:2
NormalNote beat:173.5 face:3 key:1
NormalNote beat:174.5 face:3 key:1
NormalNote beat:175.5 face:3 key:1
NormalNote beat:176 face:2 key:1
NormalNote beat:176.5 face:3 key:2
NormalNote beat:177 face:3 key:1
NormalNote beat:177.5 face:3 key:2
NormalNote beat:178 face:2 key:2
NormalNote beat:178.5 face:2 key:1
NormalNote beat:180.5 face:3 key:1
NormalNote beat:181 face:3 key:2
NormalNote beat:181.5 face:3 key:1
NormalNote beat:182 face:2 key:2
NormalNote beat:182.5 face:2 key:1
NormalNote beat:183 face:2 key:2
NormalNote beat:183.5 face:2 key:1
NormalNote beat:186 face:4 key:1
NormalNote beat:186.5 face:4 key:2
NormalNote beat:187 face:1 key:1
NormalNote beat:187.5 face:1 key:2
NormalNote beat:176 face:1 key:2
NormalNote beat:180 face:2 key:2
NormalNote beat:180 face:1 key:2
NormalNote beat:182 face:3 key:1
NormalNote beat:182 face:4 key:1
NormalNote beat:16 face:1 key:2
NormalNote beat:16 face:4 key:1
NormalNote beat:201.5 face:2 key:2
NormalNote beat:204 face:2 key:2
NormalNote beat:197.5 face:4 key:1
LongNote beat:192 face:4 key:2 end:200
NormalNote beat:203 face:2 key:1
LongNote beat:200 face:3 key:2 end:208
LongNote beat:209.5 face:3 key:1 end:211
LongNote beat:216 face:2 key:2 end:216.5
LongNote beat:216.5 face:3 key:1 end:217
LongNote beat:217 face:3 key:2 end:217.5
LongNote beat:218.5 face:3 key:1 end:219
LongNote beat:219 face:3 key:2 end:219.5
LongNote beat:219.5 face:4 key:1 end:220
NormalNote beat:222 face:2 key:2
NormalNote beat:222.5 face:2 key:1
NormalNote beat:223 face:2 key:2
NormalNote beat:223.5 face:3 key:1
NormalNote beat:219.5 face:1 key:2
NormalNote beat:218.5 face:2 key:1
LongNote beat:208 face:1 key:1 end:212
LongNote beat:211 face:4 key:1 end:211.5
NormalNote beat:200 face:2 key:2
NormalNote beat:236 face:2 key:1
NormalNote beat:237 face:2 key:1
NormalNote beat:66.5 face:3 key:2
NormalNote beat:66 face:2 key:2
NormalNote beat:66 face:2 key:1
NormalNote beat:67.5 face:2 key:1
NormalNote beat:71 face:2 key:2
NormalNote beat:71.5 face:3 key:1
NormalNote beat:71.5 face:2 key:1
NormalNote beat:228 face:3 key:2
NormalNote beat:231 face:2 key:1
NormalNote beat:232 face:3 key:2
NormalNote beat:232.5 face:3 key:1
NormalNote beat:22 face:3 key:2
NormalNote beat:23 face:2 key:1
NormalNote beat:116.5 face:3 key:1
NormalNote beat:117 face:3 key:2
NormalNote beat:117.5 face:3 key:1
NormalNote beat:125.5 face:1 key:2
NormalNote beat:176.75 face:1 key:2
NormalNote beat:176.75 face:2 key:1
NormalNote beat:177.5 face:1 key:2
NormalNote beat:177.5 face:2 key:1
NormalNote beat:178 face:4 key:1
NormalNote beat:178 face:3 key:2
NormalNote beat:178.75 face:4 key:1
NormalNote beat:178.75 face:3 key:2
NormalNote beat:179.5 face:3 key:2
NormalNote beat:179.5 face:4 key:1
NormalNote beat:180.75 face:1 key:2
NormalNote beat:180.75 face:2 key:2
NormalNote beat:181.5 face:1 key:2
NormalNote beat:181.5 face:2 key:2
NormalNote beat:182.75 face:3 key:1
NormalNote beat:182.75 face:4 key:1
NormalNote beat:183.5 face:4 key:1
NormalNote beat:183.5 face:3 key:1
NormalNote beat:233.5 face:3 key:1
NormalNote beat:234 face:3 key:2
NormalNote beat:235 face:3 key:2
NormalNote beat:235.5 face:4 key:1
NormalNote beat:236 face:3 key:2
NormalNote beat:236.5 face:3 key:1
NormalNote beat:238 face:3 key:1
NormalNote beat:238.5 face:3 key:2
NormalNote beat:239 face:4 key:1
NormalNote beat:239.5 face:4 key:2
NormalNote beat:241 face:3 key:1
NormalNote beat:242 face:2 key:1
NormalNote beat:242 face:3 key:1
NormalNote beat:243 face:3 key:1
NormalNote beat:244.5 face:3 key:1
