exrave chart file v1
NormalNote beat:140 face:2 key:2
NormalNote beat:141 face:2 key:2
SlideNote beat:140 face:3 pos:2.829268
SlideNote beat:140.125 face:3 pos:1.56906
SlideNote beat:140.25 face:3 pos:0.461538
SlideNote beat:140.375 face:3 pos:-0.4379568
SlideNote beat:141 face:3 pos:2.834007
SlideNote beat:141.125 face:3 pos:1.56906
SlideNote beat:141.25 face:3 pos:0.461538
SlideNote beat:141.375 face:3 pos:-0.4379568
SlideNote beat:142.125 face:2 pos:-1.56906
SlideNote beat:142.25 face:2 pos:-0.461538
SlideNote beat:142.375 face:2 pos:0.4379568
SlideNote beat:143 face:2 pos:-2.829268
SlideNote beat:143.125 face:2 pos:-1.56906
SlideNote beat:143.25 face:2 pos:-0.461538
SlideNote beat:143.375 face:2 pos:0.4379568
NormalNote beat:142 face:3 key:1
SlideNote beat:142 face:2 pos:-2.762888
NormalNote beat:137 face:4 key:2
NormalNote beat:137.5 face:4 key:2
NormalNote beat:138 face:4 key:1
NormalNote beat:138.5 face:4 key:1
NormalNote beat:139.5 face:3 key:1
NormalNote beat:151.75 face:3 key:1
SlideNote beat:148 face:2 pos:2.177776
SlideNote beat:148.5 face:2 pos:-2.173232
SlideNote beat:149 face:2 pos:2.417581
SlideNote beat:149.5 face:2 pos:-1.575757
SlideNote beat:150 face:2 pos:2.205606
SlideNote beat:150.5 face:2 pos:-1.400003
SlideNote beat:151 face:2 pos:1.77049
SlideNote beat:151.25 face:2 pos:-0.1846153
SlideNote beat:151.5 face:2 pos:1.038959
SlideNote beat:151.75 face:2 pos:-1.75
NormalNote beat:151.25 face:3 key:1
NormalNote beat:151.5 face:3 key:2
NormalNote beat:145.5 face:2 key:2
NormalNote beat:145.75 face:3 key:1
NormalNote beat:146 face:3 key:2
NormalNote beat:146 face:2 key:2
NormalNote beat:157 face:3 key:2
NormalNote beat:157.25 face:2 key:2
NormalNote beat:157.5 face:3 key:1
NormalNote beat:157.75 face:2 key:1
NormalNote beat:158 face:2 key:2
NormalNote beat:158.25 face:3 key:1
NormalNote beat:158.5 face:2 key:1
NormalNote beat:158.75 face:3 key:2
NormalNote beat:159 face:3 key:1
NormalNote beat:159.25 face:2 key:2
NormalNote beat:159.5 face:3 key:2
NormalNote beat:159.75 face:2 key:1
NormalNote beat:156 face:2 key:1
NormalNote beat:156.25 face:3 key:1
NormalNote beat:156.5 face:2 key:2
NormalNote beat:156.75 face:3 key:1
NormalNote beat:21.75 face:2 key:2
NormalNote beat:24.5 face:2 key:1
NormalNote beat:25.5 face:2 key:1
NormalNote beat:30 face:1 key:2
NormalNote beat:31 face:1 key:2
NormalNote beat:34.25 face:3 key:2
NormalNote beat:38.75 face:3 key:1
NormalNote beat:164.5 face:2 key:2
NormalNote beat:165.5 face:2 key:2
NormalNote beat:166 face:2 key:1
NormalNote beat:166.5 face:2 key:2
NormalNote beat:167.5 face:2 key:2
NormalNote beat:173 face:4 key:2
NormalNote beat:174 face:4 key:2
NormalNote beat:172.5 face:4 key:1
NormalNote beat:173.5 face:4 key:1
NormalNote beat:174.5 face:4 key:1
NormalNote beat:175 face:4 key:2
NormalNote beat:175.5 face:4 key:1
NormalNote beat:176 face:2 key:1
NormalNote beat:176.5 face:3 key:2
NormalNote beat:177 face:3 key:1
NormalNote beat:177.5 face:3 key:2
NormalNote beat:178 face:2 key:2
NormalNote beat:178.5 face:2 key:1
NormalNote beat:186 face:4 key:1
NormalNote beat:186.5 face:4 key:2
NormalNote beat:187 face:1 key:1
NormalNote beat:187.5 face:1 key:2
NormalNote beat:180 face:2 key:2
NormalNote beat:180 face:1 key:2
NormalNote beat:182 face:4 key:1
NormalNote beat:16 face:1 key:2
NormalNote beat:16 face:4 key:1
NormalNote beat:222 face:2 key:2
NormalNote beat:222.5 face:2 key:1
NormalNote beat:223 face:2 key:2
NormalNote beat:223.5 face:3 key:1
LongNote beat:208 face:1 key:1 end:212
NormalNote beat:236 face:2 key:1
NormalNote beat:237 face:2 key:1
NormalNote beat:66.5 face:3 key:2
NormalNote beat:66 face:2 key:2
NormalNote beat:66 face:2 key:1
NormalNote beat:67.5 face:2 key:1
NormalNote beat:71.5 face:2 key:1
NormalNote beat:228 face:3 key:2
NormalNote beat:232 face:3 key:2
NormalNote beat:23 face:2 key:1
NormalNote beat:116.5 face:3 key:1
NormalNote beat:117 face:3 key:2
NormalNote beat:117.5 face:3 key:1
NormalNote beat:125.5 face:1 key:2
NormalNote beat:176.75 face:2 key:1
NormalNote beat:177.5 face:2 key:1
NormalNote beat:178 face:3 key:2
NormalNote beat:178.75 face:3 key:2
NormalNote beat:179.5 face:3 key:2
NormalNote beat:180.75 face:1 key:2
NormalNote beat:180.75 face:2 key:2
NormalNote beat:181.5 face:1 key:2
NormalNote beat:181.5 face:2 key:2
NormalNote beat:182.75 face:3 key:1
NormalNote beat:182.75 face:4 key:1
NormalNote beat:183.5 face:4 key:1
NormalNote beat:183.5 face:3 key:1
NormalNote beat:241 face:3 key:1
NormalNote beat:242 face:2 key:1
NormalNote beat:242 face:3 key:1
NormalNote beat:243 face:3 key:1
NormalNote beat:244.5 face:2 key:1
SlideNote beat:249 face:2 pos:-2.789917
SlideNote beat:249.125 face:2 pos:-2.70345
SlideNote beat:249.25 face:2 pos:-2.591763
SlideNote beat:249.375 face:2 pos:-2.460252
SlideNote beat:249.5 face:2 pos:-2.378856
SlideNote beat:249.625 face:2 pos:-2.272301
SlideNote beat:249.75 face:2 pos:-2.169155
SlideNote beat:249.875 face:2 pos:-2.041668
SlideNote beat:250 face:2 pos:-1.901641
SlideNote beat:250.125 face:2 pos:-1.775149
SlideNote beat:250.25 face:2 pos:-1.546015
SlideNote beat:250.375 face:2 pos:-1.333334
SlideNote beat:250.5 face:2 pos:-1.105265
SlideNote beat:250.625 face:2 pos:-0.8671325
SlideNote beat:250.75 face:2 pos:-0.5714297
SlideNote beat:250.875 face:2 pos:-0.2388061
SlideNote beat:251 face:2 pos:0.06349039
SlideNote beat:251.125 face:2 pos:0.3934416
SlideNote beat:251.25 face:2 pos:0.70588
SlideNote beat:251.375 face:2 pos:1.194804
SlideNote beat:251.5 face:2 pos:1.714285
SlideNote beat:251.625 face:2 pos:2.234481
SlideNote beat:251.75 face:2 pos:2.814814
SlideNote beat:249 face:3 pos:2.789917
SlideNote beat:249.125 face:3 pos:2.70345
SlideNote beat:249.25 face:3 pos:2.591763
SlideNote beat:249.375 face:3 pos:2.460252
SlideNote beat:249.5 face:3 pos:2.378856
SlideNote beat:249.625 face:3 pos:2.272301
SlideNote beat:249.75 face:3 pos:2.169155
SlideNote beat:249.875 face:3 pos:2.041668
SlideNote beat:250 face:3 pos:1.901641
SlideNote beat:250.125 face:3 pos:1.775149
SlideNote beat:250.25 face:3 pos:1.546015
SlideNote beat:250.375 face:3 pos:1.333334
SlideNote beat:250.5 face:3 pos:1.105265
SlideNote beat:250.625 face:3 pos:0.867132
SlideNote beat:250.75 face:3 pos:0.57143
SlideNote beat:250.875 face:3 pos:0.238806
SlideNote beat:251 face:3 pos:-0.06349
SlideNote beat:251.125 face:3 pos:-0.393442
SlideNote beat:251.25 face:3 pos:-0.70588
SlideNote beat:251.375 face:3 pos:-1.194804
SlideNote beat:251.5 face:3 pos:-1.714285
SlideNote beat:251.625 face:3 pos:-2.234481
SlideNote beat:251.75 face:3 pos:-2.814814
NormalNote beat:256 face:2 key:2
NormalNote beat:256.5 face:2 key:2
NormalNote beat:257 face:2 key:2
NormalNote beat:257.5 face:2 key:2
NormalNote beat:258 face:2 key:2
NormalNote beat:258.5 face:2 key:1
NormalNote beat:259 face:2 key:2
NormalNote beat:259.5 face:2 key:1
NormalNote beat:262 face:3 key:2
NormalNote beat:262.5 face:2 key:1
NormalNote beat:263 face:3 key:2
NormalNote beat:263.5 face:3 key:1
NormalNote beat:261.75 face:3 key:1
NormalNote beat:262.75 face:2 key:2
NormalNote beat:257.75 face:2 key:1
NormalNote beat:264 face:3 key:1
NormalNote beat:264.5 face:3 key:2
NormalNote beat:265 face:3 key:1
NormalNote beat:265.5 face:3 key:2
NormalNote beat:266.5 face:2 key:1
NormalNote beat:266 face:2 key:2
NormalNote beat:267 face:2 key:2
NormalNote beat:269 face:2 key:2
NormalNote beat:268.75 face:2 key:1
NormalNote beat:269.75 face:2 key:1
NormalNote beat:270 face:2 key:2
NormalNote beat:271.5 face:2 key:1
NormalNote beat:120.5 face:1 key:2
NormalNote beat:120.5 face:4 key:1
NormalNote beat:121.5 face:4 key:1
NormalNote beat:121.5 face:1 key:2
NormalNote beat:123.5 face:1 key:2
NormalNote beat:124.5 face:2 key:1
NormalNote beat:125.5 face:3 key:1
NormalNote beat:126.5 face:2 key:2
NormalNote beat:165 face:2 key:1
NormalNote beat:167 face:2 key:1
NormalNote beat:176 face:3 key:2
NormalNote beat:224 face:2 key:1
NormalNote beat:225 face:2 key:1
NormalNote beat:229 face:3 key:2
NormalNote beat:232 face:2 key:1
NormalNote beat:265.75 face:3 key:1
NormalNote beat:268.5 face:2 key:2
NormalNote beat:268 face:2 key:1
NormalNote beat:267 face:2 key:1
NormalNote beat:267.5 face:2 key:2
NormalNote beat:269.5 face:2 key:2
NormalNote beat:371 face:4 key:2
NormalNote beat:371.5 face:3 key:2
NormalNote beat:329.5 face:3 key:2
NormalNote beat:353 face:2 key:1
NormalNote beat:356 face:2 key:1
NormalNote beat:385.5 face:3 key:2
NormalNote beat:386.5 face:2 key:2
NormalNote beat:387 face:3 key:1
NormalNote beat:387.5 face:2 key:2
NormalNote beat:390.5 face:2 key:2
NormalNote beat:391 face:3 key:1
NormalNote beat:391.5 face:3 key:2
NormalNote beat:389.5 face:2 key:1
NormalNote beat:395 face:2 key:2
NormalNote beat:393.5 face:3 key:1
NormalNote beat:396 face:2 key:1
NormalNote beat:398 face:2 key:2
NormalNote beat:400 face:2 key:2
NormalNote beat:400 face:3 key:2
NormalNote beat:273 face:3 key:2
LongNote beat:276 face:3 key:2 end:278
NormalNote beat:278 face:3 key:1
NormalNote beat:273.5 face:3 key:2
NormalNote beat:276.5 face:3 key:1
LongNote beat:273 face:2 key:1 end:276
NormalNote beat:273.75 face:3 key:1
NormalNote beat:274 face:2 key:2
NormalNote beat:274.5 face:3 key:1
NormalNote beat:275 face:3 key:2
NormalNote beat:275.5 face:3 key:1
NormalNote beat:277 face:2 key:2
NormalNote beat:277.5 face:2 key:1
NormalNote beat:277.75 face:2 key:2
NormalNote beat:278.5 face:2 key:2
NormalNote beat:279 face:3 key:1
LongNote beat:280 face:3 key:1 end:284
NormalNote beat:280.5 face:2 key:2
NormalNote beat:281 face:3 key:2
NormalNote beat:281.5 face:2 key:2
NormalNote beat:282 face:3 key:2
NormalNote beat:282.5 face:2 key:2
NormalNote beat:283 face:2 key:1
NormalNote beat:283.5 face:2 key:2
NormalNote beat:284 face:2 key:1
NormalNote beat:284.5 face:2 key:2
NormalNote beat:285 face:3 key:1
NormalNote beat:285.5 face:3 key:2
NormalNote beat:286 face:3 key:2
NormalNote beat:286.5 face:3 key:1
NormalNote beat:287 face:2 key:2
NormalNote beat:287.5 face:2 key:1
NormalNote beat:281.75 face:2 key:1
NormalNote beat:284.75 face:2 key:1
NormalNote beat:285.75 face:3 key:1
NormalNote beat:233 face:2 key:1
NormalNote beat:237 face:3 key:2
LongNote beat:289 face:3 key:2 end:292
NormalNote beat:290 face:2 key:2
NormalNote beat:290.5 face:2 key:2
NormalNote beat:291 face:2 key:1
NormalNote beat:291.5 face:2 key:2
NormalNote beat:292 face:3 key:1
NormalNote beat:289.75 face:2 key:1
NormalNote beat:289 face:2 key:1
NormalNote beat:291.75 face:2 key:1
NormalNote beat:292.5 face:3 key:2
NormalNote beat:293 face:3 key:1
NormalNote beat:293.5 face:3 key:1
NormalNote beat:293.75 face:3 key:2
NormalNote beat:294.25 face:3 key:2
NormalNote beat:294.5 face:3 key:1
NormalNote beat:295 face:3 key:2
NormalNote beat:295.5 face:3 key:1
NormalNote beat:296 face:2 key:2
NormalNote beat:296.5 face:2 key:2
NormalNote beat:297 face:2 key:2
NormalNote beat:297.5 face:2 key:2
NormalNote beat:297.75 face:1 key:2
NormalNote beat:298 face:3 key:2
NormalNote beat:299 face:3 key:2
NormalNote beat:299.25 face:3 key:1
NormalNote beat:299.5 face:2 key:2
NormalNote beat:299.75 face:2 key:1
LongNote beat:292 face:2 key:2 end:294
LongNote beat:294 face:2 key:1 end:296
LongNote beat:296 face:4 key:2 end:300
NormalNote beat:298.5 face:2 key:2
NormalNote beat:300 face:3 key:2
NormalNote beat:300.5 face:3 key:1
NormalNote beat:301.5 face:3 key:1
NormalNote beat:301 face:2 key:1
LongNote beat:300 face:2 key:2 end:302
LongNote beat:302 face:1 key:2 end:304
NormalNote beat:302 face:3 key:1
NormalNote beat:302.25 face:3 key:2
NormalNote beat:302.75 face:3 key:2
NormalNote beat:303 face:4 key:1
NormalNote beat:303.5 face:3 key:1
NormalNote beat:303.5 face:2 key:2
NormalNote beat:304 face:3 key:2
NormalNote beat:304.5 face:3 key:1
NormalNote beat:305 face:2 key:2
NormalNote beat:305 face:2 key:1
NormalNote beat:305.5 face:3 key:2
NormalNote beat:306 face:3 key:1
NormalNote beat:306.5 face:2 key:2
NormalNote beat:306.5 face:2 key:1
NormalNote beat:307 face:3 key:2
NormalNote beat:307.5 face:3 key:1
NormalNote beat:308 face:2 key:2
NormalNote beat:308.5 face:2 key:1
NormalNote beat:309.5 face:2 key:2
NormalNote beat:310 face:2 key:1
NormalNote beat:311 face:2 key:2
NormalNote beat:311.5 face:2 key:1
NormalNote beat:307.5 face:2 key:2
NormalNote beat:315 face:3 key:2
NormalNote beat:315 face:2 key:1
NormalNote beat:315.5 face:3 key:2
NormalNote beat:315.5 face:3 key:1
NormalNote beat:315.5 face:2 key:2
NormalNote beat:315.5 face:2 key:1
NormalNote beat:316 face:3 key:1
NormalNote beat:316 face:2 key:2
NormalNote beat:316.5 face:3 key:2
NormalNote beat:316.5 face:2 key:1
NormalNote beat:317 face:1 key:2
NormalNote beat:317 face:4 key:1
NormalNote beat:317.5 face:3 key:1
