exrave chart file v1
LongNote beat:277 face:1 key:2 end:278
LongNote beat:278 face:4 key:1 end:279
LongNote beat:279 face:1 key:2 end:280
SlideNote beat:277.25 face:3 pos:2.629835
SlideNote beat:277 face:3 pos:1.014085
SlideNote beat:278.25 face:2 pos:2.551723
SlideNote beat:278.5 face:2 pos:-0.2307693
SlideNote beat:279 face:3 pos:-1.517241
SlideNote beat:279.25 face:3 pos:1.428571
SlideNote beat:280.75 face:3 pos:-2.795367
SlideNote beat:281 face:4 pos:-2.655463
SlideNote beat:281.25 face:4 pos:-0.9716096
SlideNote beat:281.5 face:4 pos:0.7491152
SlideNote beat:281.75 face:4 pos:2.177604
NormalNote beat:282 face:1 key:1
NormalNote beat:282.5 face:4 key:2
NormalNote beat:282.75 face:1 key:1
NormalNote beat:283 face:4 key:2
NormalNote beat:283.25 face:1 key:1
NormalNote beat:283.5 face:4 key:2
NormalNote beat:283.75 face:1 key:1
NormalNote beat:284 face:4 key:2
LongNote beat:288 face:1 key:2 end:303.5
LongNote beat:288 face:4 key:1 end:303.5
NormalNote beat:304 face:4 key:2
SlideNote beat:32 face:3 pos:-1.5
SlideNote beat:34.5 face:3 pos:-1.5
SlideNote beat:36 face:3 pos:-1.5
SlideNote beat:37.5 face:3 pos:-1.5
SlideNote beat:38.5 face:3 pos:-1.5
SlideNote beat:40 face:3 pos:-1.5
SlideNote beat:41.5 face:3 pos:-1.5
SlideNote beat:42.5 face:3 pos:-1.5
NormalNote beat:33 face:2 key:2
NormalNote beat:35 face:2 key:2
NormalNote beat:37 face:2 key:2
NormalNote beat:39 face:2 key:2
NormalNote beat:0 face:4 key:2
SlideNote beat:146 face:2 pos:1.855071
SlideNote beat:146.5 face:2 pos:-1.022655
SlideNote beat:147 face:2 pos:2.153845
SlideNote beat:147.5 face:3 pos:1.305699
SlideNote beat:148 face:3 pos:-1.45055
SlideNote beat:149.5 face:2 pos:1.013331
SlideNote beat:151 face:3 pos:0.8400002
SlideNote beat:152 face:2 pos:3.131085
SlideNote beat:154 face:3 pos:2.099447
SlideNote beat:154.5 face:3 pos:-0.1918815
SlideNote beat:155 face:3 pos:-1.453061
SlideNote beat:155.5 face:3 pos:1.237113
SlideNote beat:156 face:2 pos:-0.01084006
SlideNote beat:159 face:3 pos:-2.346793
SlideNote beat:159.25 face:3 pos:0.8000001
SlideNote beat:159.5 face:2 pos:-1.120001
SlideNote beat:159.75 face:2 pos:2.35135
SlideNote beat:162 face:2 pos:1.700403
SlideNote beat:162.5 face:2 pos:-1.959185
SlideNote beat:163 face:2 pos:-2.735045
SlideNote beat:163.5 face:2 pos:0.7037026
SlideNote beat:165.75 face:3 pos:1.66065
SlideNote beat:166.5 face:2 pos:0.2150521
SlideNote beat:165.5 face:3 pos:0.3947369
SlideNote beat:166 face:3 pos:2.835249
SlideNote beat:166.75 face:2 pos:-1.324415
SlideNote beat:167 face:2 pos:-2.48819
SlideNote beat:167.5 face:2 pos:0.5307432
SlideNote beat:167.75 face:2 pos:1.747291
SlideNote beat:168 face:2 pos:0.6786991
SlideNote beat:168.5 face:2 pos:-1.44
SlideNote beat:168.75 face:2 pos:-2.435426
SlideNote beat:169 face:3 pos:2.948207
SlideNote beat:169.5 face:3 pos:0.8663599
SlideNote beat:169.75 face:3 pos:0.07920754
SlideNote beat:170 face:2 pos:3.102563
SlideNote beat:170.75 face:2 pos:-2.836364
SlideNote beat:170.5 face:2 pos:-1.246965
SlideNote beat:170.25 face:2 pos:0.9924804
SlideNote beat:171 face:3 pos:2.757282
SlideNote beat:171.25 face:3 pos:1.48691
SlideNote beat:171.5 face:3 pos:-0.1092892
SlideNote beat:171.75 face:3 pos:-2.476191
SlideNote beat:78 face:4 pos:2.784451
SlideNote beat:78 face:1 pos:-2.848708
SlideNote beat:78.125 face:4 pos:1.999998
SlideNote beat:78.125 face:1 pos:-2.163424
SlideNote beat:78.25 face:4 pos:1.017542
SlideNote beat:78.25 face:1 pos:-1.155555
SlideNote beat:78.375 face:4 pos:1.591835
SlideNote beat:78.375 face:1 pos:-1.829146
SlideNote beat:78.5 face:4 pos:2.255318
SlideNote beat:78.625 face:4 pos:2.870588
SlideNote beat:78.5 face:1 pos:-2.476192
SlideNote beat:78.625 face:1 pos:-2.83041
SlideNote beat:78.75 face:4 pos:1.550386
SlideNote beat:78.75 face:1 pos:-1.496184
SlideNote beat:78.875 face:4 pos:2.060604
SlideNote beat:78.875 face:1 pos:-2.043667
NormalNote beat:160.5 face:3 key:1
NormalNote beat:160.5 face:2 key:2
NormalNote beat:164.5 face:4 key:2
NormalNote beat:164.5 face:1 key:1
NormalNote beat:188 face:4 key:1
NormalNote beat:188.5 face:4 key:1
NormalNote beat:189 face:4 key:1
NormalNote beat:189.5 face:4 key:1
NormalNote beat:202 face:2 key:1
NormalNote beat:203 face:4 key:1
NormalNote beat:204 face:3 key:2
SlideNote beat:229 face:2 pos:1.864076
SlideNote beat:229.25 face:2 pos:0.5837834
SlideNote beat:229.5 face:2 pos:-0.8831162
SlideNote beat:232.5 face:3 pos:1.534883
SlideNote beat:232.75 face:2 pos:-2.769231
SlideNote beat:233 face:2 pos:0.09302115
SlideNote beat:280 face:2 pos:2.851062
SlideNote beat:280.25 face:2 pos:0.8095227
SlideNote beat:280.5 face:3 pos:0.9855074
SlideNote beat:280.5 face:2 pos:-2.6383
