exrave chart file v1
NormalNote beat:110 face:3 key:1
NormalNote beat:112 face:3 key:2
NormalNote beat:113 face:3 key:1
NormalNote beat:102.5 face:4 key:1
NormalNote beat:103 face:2 key:2
NormalNote beat:103.5 face:4 key:1
NormalNote beat:108 face:3 key:2
NormalNote beat:110.5 face:4 key:1
NormalNote beat:111 face:2 key:2
NormalNote beat:111.5 face:3 key:2
NormalNote beat:114 face:3 key:2
NormalNote beat:116 face:3 key:2
NormalNote beat:116 face:3 key:1
SlideNote beat:118 face:3 pos:1.183333
SlideNote beat:118.25 face:3 pos:-0.3906976
SlideNote beat:118.5 face:3 pos:-1.835051
NormalNote beat:119 face:3 key:1
NormalNote beat:120 face:3 key:1
NormalNote beat:121 face:2 key:2
NormalNote beat:122 face:2 key:1
NormalNote beat:125 face:2 key:2
NormalNote beat:127 face:3 key:1
NormalNote beat:129 face:3 key:2
NormalNote beat:131 face:3 key:1
LongNote beat:133 face:3 key:1 end:135
NormalNote beat:136 face:3 key:1
NormalNote beat:137 face:2 key:2
NormalNote beat:138 face:2 key:1
NormalNote beat:140 face:3 key:1
NormalNote beat:141 face:3 key:2
NormalNote beat:142 face:3 key:1
NormalNote beat:142.5 face:3 key:2
NormalNote beat:143 face:3 key:1
NormalNote beat:144 face:3 key:1
NormalNote beat:145 face:3 key:2
NormalNote beat:146 face:3 key:1
NormalNote beat:148 face:3 key:1
NormalNote beat:149 face:3 key:2
NormalNote beat:150 face:3 key:1
NormalNote beat:150.5 face:3 key:2
NormalNote beat:151 face:3 key:1
NormalNote beat:151.5 face:3 key:2
NormalNote beat:152 face:3 key:2
NormalNote beat:152 face:3 key:1
NormalNote beat:153 face:3 key:1
NormalNote beat:154 face:2 key:2
NormalNote beat:155 face:3 key:2
NormalNote beat:156 face:3 key:2
NormalNote beat:156 face:3 key:1
NormalNote beat:157 face:2 key:2
NormalNote beat:158 face:3 key:1
NormalNote beat:158.5 face:3 key:2
NormalNote beat:159 face:3 key:1
NormalNote beat:159 face:3 key:2
NormalNote beat:160 face:3 key:2
SlideNote beat:160 face:3 pos:2.423644
SlideNote beat:160.25 face:3 pos:1.866667
SlideNote beat:160.5 face:3 pos:1.382717
SlideNote beat:160.75 face:3 pos:0.4755248
SlideNote beat:161 face:3 pos:-0.41791
SlideNote beat:161.25 face:3 pos:-1.165354
SlideNote beat:161.5 face:3 pos:-1.882352
SlideNote beat:161.75 face:3 pos:-2.321429
SlideNote beat:162 face:3 pos:-2.792452
NormalNote beat:162 face:3 key:1
SlideNote beat:162.25 face:3 pos:-1.84252
SlideNote beat:162.5 face:3 pos:-0.4401913
SlideNote beat:162.75 face:3 pos:1.115789
SlideNote beat:163 face:3 pos:2.681319
SlideNote beat:163.25 face:3 pos:1.128834
SlideNote beat:163.5 face:3 pos:2.285715
SlideNote beat:163.75 face:3 pos:1.774648
SlideNote beat:164 face:3 pos:1.891472
SlideNote beat:164.25 face:3 pos:1.142857
SlideNote beat:164.5 face:3 pos:-0.03478336
SlideNote beat:164.75 face:3 pos:-1.121496
SlideNote beat:165 face:3 pos:-2.705883
SlideNote beat:165.25 face:3 pos:-1.337539
SlideNote beat:165.5 face:3 pos:-0.07905161
SlideNote beat:165.75 face:3 pos:1.470852
SlideNote beat:166 face:3 pos:3.004878
SlideNote beat:166.25 face:3 pos:1.869565
SlideNote beat:166.5 face:3 pos:1.101797
SlideNote beat:167 face:3 pos:1.861111
SlideNote beat:166.75 face:3 pos:2.807948
SlideNote beat:167.25 face:3 pos:1.03125
SlideNote beat:167.5 face:3 pos:3.016393
SlideNote beat:167.75 face:3 pos:2.188035
SlideNote beat:168.25 face:3 pos:0.9716605
SlideNote beat:168.5 face:3 pos:0.1142864
SlideNote beat:168.75 face:3 pos:-0.9072168
SlideNote beat:169.25 face:3 pos:-2.699386
NormalNote beat:170 face:3 key:1
NormalNote beat:172 face:3 key:2
NormalNote beat:173 face:3 key:1
NormalNote beat:175 face:3 key:1
NormalNote beat:176 face:3 key:2
NormalNote beat:177 face:3 key:1
NormalNote beat:178 face:3 key:2
NormalNote beat:180 face:3 key:2
NormalNote beat:180 face:3 key:1
NormalNote beat:181 face:3 key:1
NormalNote beat:182 face:3 key:1
NormalNote beat:182.5 face:3 key:2
NormalNote beat:183 face:3 key:1
NormalNote beat:183 face:3 key:2
NormalNote beat:185 face:3 key:2
NormalNote beat:185 face:3 key:1
NormalNote beat:186 face:2 key:2
NormalNote beat:187 face:2 key:1
NormalNote beat:188 face:2 key:1
NormalNote beat:189 face:3 key:1
SlideNote beat:189.25 face:3 pos:0.277779
SlideNote beat:189.5 face:3 pos:0.2480618
SlideNote beat:189.75 face:3 pos:0.2622948
NormalNote beat:191 face:3 key:2
NormalNote beat:191 face:3 key:1
NormalNote beat:192 face:3 key:2
NormalNote beat:192 face:3 key:1
NormalNote beat:193 face:3 key:1
NormalNote beat:194 face:2 key:2
NormalNote beat:195 face:3 key:1
SlideNote beat:195.25 face:3 pos:0.6857136
SlideNote beat:195.5 face:3 pos:-0.7578951
SlideNote beat:195.75 face:3 pos:-1.928571
NormalNote beat:197 face:2 key:2
NormalNote beat:199 face:3 key:2
NormalNote beat:201 face:3 key:1
SlideNote beat:199.5 face:3 pos:-1.387206
SlideNote beat:199.75 face:3 pos:-0.4110676
SlideNote beat:200 face:3 pos:0.09132457
SlideNote beat:200.25 face:3 pos:1.265306
SlideNote beat:200.5 face:3 pos:2.033519
NormalNote beat:205 face:3 key:2
NormalNote beat:206 face:3 key:2
NormalNote beat:206 face:3 key:1
NormalNote beat:171 face:3 key:1
NormalNote beat:174 face:3 key:2
NormalNote beat:204 face:3 key:1
NormalNote beat:207 face:3 key:2
NormalNote beat:208 face:3 key:2
LongNote beat:208 face:3 key:1 end:210
LongNote beat:212 face:3 key:1 end:214
LongNote beat:214 face:3 key:2 end:216
NormalNote beat:216 face:3 key:1
NormalNote beat:13 face:4 key:1
NormalNote beat:220 face:3 key:2
NormalNote beat:224 face:3 key:2
NormalNote beat:224 face:3 key:1
NormalNote beat:30 face:3 key:2
NormalNote beat:36 face:4 key:1
NormalNote beat:42 face:3 key:2
NormalNote beat:48 face:3 key:2
NormalNote beat:59 face:3 key:1
NormalNote beat:59 face:3 key:2
NormalNote beat:117 face:3 key:1
NormalNote beat:91 face:4 key:1
NormalNote beat:92 face:3 key:2
NormalNote beat:100 face:4 key:1
NormalNote beat:124 face:3 key:2
NormalNote beat:125 face:3 key:2
NormalNote beat:135 face:3 key:2
NormalNote beat:177 face:2 key:2
NormalNote beat:178 face:2 key:1
NormalNote beat:130 face:3 key:2
SlideNote beat:168 face:3 pos:0.2080928
SlideNote beat:169 face:3 pos:-2.060001
SlideNote beat:169.5 face:3 pos:-1.761904
NormalNote beat:196 face:3 key:2
NormalNote beat:202 face:3 key:1
LongNote beat:220 face:3 key:1 end:223
