exrave chart file v1
NormalNote beat:92.5 face:2 key:1
NormalNote beat:93.5 face:2 key:2
NormalNote beat:94.5 face:3 key:1
NormalNote beat:95 face:3 key:2
NormalNote beat:96 face:3 key:1
NormalNote beat:97 face:2 key:2
NormalNote beat:98 face:2 key:1
NormalNote beat:100.5 face:3 key:2
NormalNote beat:101.5 face:2 key:2
NormalNote beat:104 face:3 key:1
NormalNote beat:105 face:2 key:2
NormalNote beat:109.5 face:3 key:2
NormalNote beat:111 face:3 key:2
NormalNote beat:110 face:2 key:2
NormalNote beat:110.5 face:2 key:1
NormalNote beat:112 face:3 key:2
NormalNote beat:112 face:2 key:2
NormalNote beat:113 face:3 key:1
NormalNote beat:113 face:2 key:1
NormalNote beat:114 face:2 key:2
NormalNote beat:114 face:2 key:1
NormalNote beat:115.5 face:2 key:1
NormalNote beat:116.5 face:2 key:2
NormalNote beat:117.5 face:3 key:1
NormalNote beat:119 face:3 key:2
NormalNote beat:120 face:3 key:2
NormalNote beat:121 face:3 key:2
NormalNote beat:121 face:2 key:2
NormalNote beat:122 face:3 key:1
NormalNote beat:122 face:2 key:1
NormalNote beat:123.5 face:2 key:2
NormalNote beat:124.5 face:2 key:1
NormalNote beat:125.5 face:2 key:2
NormalNote beat:126.5 face:3 key:1
NormalNote beat:127 face:3 key:2
NormalNote beat:99.5 face:2 key:2
NormalNote beat:103 face:3 key:1
NormalNote beat:106 face:2 key:1
NormalNote beat:107.5 face:3 key:2
NormalNote beat:108.5 face:3 key:1
NormalNote beat:120 face:3 key:1
NormalNote beat:79.5 face:3 key:2
NormalNote beat:80 face:3 key:2
NormalNote beat:81 face:3 key:1
NormalNote beat:82 face:2 key:1
NormalNote beat:128 face:3 key:2
NormalNote beat:129 face:3 key:1
NormalNote beat:130 face:2 key:2
NormalNote beat:131.5 face:2 key:1
NormalNote beat:132.5 face:2 key:2
NormalNote beat:133.5 face:3 key:1
NormalNote beat:135 face:3 key:2
NormalNote beat:136 face:3 key:2
NormalNote beat:137 face:3 key:1
NormalNote beat:138 face:2 key:2
NormalNote beat:139.5 face:2 key:1
NormalNote beat:140.5 face:2 key:2
NormalNote beat:141.5 face:3 key:1
NormalNote beat:142.5 face:3 key:1
NormalNote beat:143 face:2 key:2
NormalNote beat:143.5 face:3 key:2
NormalNote beat:144 face:3 key:2
NormalNote beat:145 face:2 key:2
NormalNote beat:146 face:2 key:1
NormalNote beat:147.5 face:2 key:1
NormalNote beat:148.5 face:2 key:2
NormalNote beat:149.5 face:3 key:1
NormalNote beat:151 face:3 key:2
NormalNote beat:152 face:3 key:2
NormalNote beat:153 face:3 key:1
NormalNote beat:154 face:2 key:2
NormalNote beat:155.5 face:2 key:2
NormalNote beat:156.5 face:2 key:1
NormalNote beat:157.5 face:2 key:2
NormalNote beat:158.5 face:3 key:1
NormalNote beat:159 face:3 key:2
NormalNote beat:160 face:3 key:2
NormalNote beat:160 face:2 key:2
NormalNote beat:161 face:3 key:1
NormalNote beat:161 face:2 key:1
NormalNote beat:162 face:3 key:2
NormalNote beat:162 face:2 key:2
NormalNote beat:163.5 face:2 key:1
NormalNote beat:164.5 face:2 key:2
NormalNote beat:165.5 face:3 key:1
NormalNote beat:167 face:3 key:2
NormalNote beat:167 face:3 key:1
NormalNote beat:168 face:3 key:2
NormalNote beat:169 face:3 key:1
NormalNote beat:170 face:2 key:2
NormalNote beat:171.5 face:2 key:1
NormalNote beat:172.5 face:2 key:2
NormalNote beat:173.5 face:3 key:1
NormalNote beat:174.5 face:3 key:1
NormalNote beat:175 face:2 key:2
NormalNote beat:175.5 face:3 key:2
NormalNote beat:176 face:3 key:2
NormalNote beat:177 face:2 key:2
NormalNote beat:178 face:2 key:1
NormalNote beat:179.5 face:2 key:1
NormalNote beat:180.5 face:2 key:2
NormalNote beat:181.5 face:3 key:1
NormalNote beat:182.5 face:3 key:2
NormalNote beat:184 face:3 key:2
NormalNote beat:185 face:3 key:1
NormalNote beat:186 face:2 key:2
NormalNote beat:187.5 face:2 key:2
NormalNote beat:188.5 face:2 key:1
NormalNote beat:189.5 face:2 key:2
NormalNote beat:190.5 face:3 key:1
NormalNote beat:191 face:3 key:2
LongNote beat:192 face:3 key:2 end:200
LongNote beat:200 face:3 key:1 end:208
LongNote beat:208 face:2 key:2 end:216
LongNote beat:216 face:2 key:1 end:220
LongNote beat:220 face:2 key:2 end:224
NormalNote beat:224 face:3 key:1
